cf,units,quantity,transformation,state,substance,process,condition,fraction,coordinate,source,spectral_band,energy,medium_realm,temperature,model,statistics,vector component,angle,surface,role,scientific_component,reported_on,at_surface_or_condition,due_to,to_,in_substance_or_realm,expressed_as_substance_or_property,assuming_condition,defined_by,for_,into_,below_,over_,above_,from_,wrt_1,product_and_,ratio_of,ratio_to_,wrt_2,by_,excluding_,reflected_by,out_of,accumulated_in_,difference_between_,difference_and_,superfluous
mass_fraction_of_halon2402_in_air,1,fraction,,,halon2402,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hcc140a_in_air,1,fraction,,,hcfc140a,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hcfc141b_in_air,1,fraction,,,hcfc141b,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hcfc142b_in_air,1,fraction,,,hcfc142b,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hcfc22_in_air,1,fraction,,,hcfc22,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hexachlorobiphenyl_in_air,1,fraction,,,hexachlorobiphenyl,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hox_expressed_as_hydrogen_in_air,1,fraction,,,hox,,,mass,,,,,,,,,,,,,,,,,,air,hydrogen,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hydrogen_bromide_in_air,1,fraction,,,hydrogen_bromide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hydrogen_chloride_in_air,1,fraction,,,hydrogen_chloride,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hydrogen_cyanide_in_air,1,fraction,,,hydrogen_cyanide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hydrogen_peroxide_in_air,1,fraction,,,hydrogen_peroxide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hydroperoxyl_radical_in_air,1,fraction,,,hydroperoxyl_radical,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hydroxyl_radical_in_air,1,fraction,,,hydroxyl_radical,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hypobromous_acid_in_air,1,fraction,,,hypobromous_acid,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_hypochlorous_acid_in_air,1,fraction,,,hypochlorous_acid,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_inorganic_bromine_in_air,1,fraction,,inorganic,bromine,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_inorganic_chlorine_in_air,1,fraction,,inorganic,chlorine,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_isoprene_in_air,1,fraction,,,isoprene,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_limonene_in_air,1,fraction,,,limonene,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_mercury_dry_aerosol_in_air,1,fraction,,"dry, aerosol",mercury,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_methane_in_air,1,fraction,,,methane,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_methanol_in_air,1,fraction,,,methanol,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_methyl_bromide_in_air,1,fraction,,,methyl_bromide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_methyl_chloride_in_air,1,fraction,,,methyl_chloride,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_methyl_hydroperoxide_in_air,1,fraction,,,methyl_hydroperoxide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_methyl_peroxy_radical_in_air,1,fraction,,,methyl_peroxy_radical,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_molecular_hydrogen_in_air,1,fraction,,molecular,hydrogen,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nitrate_dry_aerosol_in_air,1,fraction,,"dry, aerosol",nitrate,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nitrate_radical_in_air,1,fraction,,,nitrate_radical,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nitric_acid_in_air,1,fraction,,,nitric_acid,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nitric_acid_trihydrate_ambient_aerosol_in_air,1,fraction,,ambient,nitric_acid_trihydrate_aerosol,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nitrogen_dioxide_in_air,1,fraction,,,nitrogen_dioxide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nitrogen_monoxide_in_air,1,fraction,,,nitrogen_monoxide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nitrous_acid_in_air,1,fraction,,,nitrous_acid,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nitrous_oxide_in_air,1,fraction,,,nitrous_oxide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nmvoc_expressed_as_carbon_in_air,1,fraction,,,nmvoc,,,mass,,,,,,,,,,,,,,,,,,air,carbon,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_nox_expressed_as_nitrogen_in_air,1,fraction,,,nox,,,mass,,,,,,,,,,,,,,,,,,air,nitrogen,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_noy_expressed_as_nitrogen_in_air,1,fraction,,,noy,,,mass,,,,,,,,,,,,,,,,,,air,nitrogen,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_oxygenated_hydrocarbons_in_air,1,fraction,,oxygenated,hydrocarbons,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_ozone_in_air,1,fraction,,,ozone,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_particulate_organic_matter_dry_aerosol_in_air,1,fraction,,"particulate, organic, dry, aerosol",matter,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_peroxy_radicals_in_air,1,fraction,,,peroxy_radicals,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_peroxyacetyl_nitrate_in_air,1,fraction,,,peroxyacetyl_nitrate,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_peroxynitric_acid_in_air,1,fraction,,,peroxynitric_acid,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_pm1_ambient_aerosol_in_air,1,fraction_of,,"pm1, ambient",aerosol,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_pm10_ambient_aerosol_in_air,1,fraction_of,,"pm10, ambient",aerosol,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_pm2p5_ambient_aerosol_in_air,1,fraction_of,,"pm2p5, ambient",aerosol,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_precipitation_in_air,1,fraction,,,,precipitation,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_primary_particulate_organic_matter_dry_aerosol_in_air,1,fraction,,"particulate, organic, dry, aerosol",matter,,,mass,,,,,,,,,,,,primary,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_propane_in_air,1,fraction,,,propane,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_propene_in_air,1,fraction,,,propene,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_radon_in_air,1,fraction,,,radon,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_rain_in_air,1,fraction,,,rain,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_seasalt_dry_aerosol_in_air,1,fraction,,"dry, aerosol",seasalt,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_secondary_particulate_organic_matter_dry_aerosol_in_air,1,fraction,,"particulate, organic, dry, aerosol",matter,,,mass,,,,,,,,,,,,secondary,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_snow_in_air,1,fraction,,,snow,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_stratiform_cloud_ice_in_air,1,fraction,,stratiform,cloud_ice,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_stratiform_cloud_liquid_water_in_air,1,fraction,,"stratiform, liquid",water,,,mass,,,,,cloud,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_sulfate_dry_aerosol_in_air,1,fraction,,"dry, aerosol",sulfate,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_sulfur_dioxide_in_air,1,fraction,,,sulfur_dioxide,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_sulfuric_acid_in_air,1,fraction,,,sulfuric_acid,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_terpenes_in_air,1,fraction,,,terpenes,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_toluene_in_air,1,fraction,,,toluene,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_unfrozen_water_in_soil_moisture,1,fraction,,unfrozen,water,,,mass,,,,,,,,,,,,,,,,,,soil_moisture,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_water_in_air,1,fraction,,,water,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_water_in_ambient_aerosol_in_air,1,fraction,,"ambient, aerosol",water,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mass_fraction_of_xylene_in_air,1,fraction,,,xylene,,,mass,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
medium_soil_pool_carbon_content,kg m-2,(mass),content,medium,carbon,,,,,,,,soil_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minimum_depth_of_aragonite_undersaturation_in_sea_water,m,depth_of,,undersaturation,aragonite,,,,,,,,,,,minimum,,,,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
minimum_depth_of_calcite_undersaturation_in_sea_water,m,depth,,undersaturation,calcite,,,,,,,,,,,minimum,,,,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
minus_one_times_surface_upwelling_longwave_flux_in_air,W m-2,(energy_),"minus_one_times, flux",,,,,,,,longwave,,,,,,upwelling,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
minus_one_times_surface_upwelling_shortwave_flux_in_air,W m-2,(energy_),"minus_one_times, flux",,,,,,,,shortwave,,,,,,upwelling,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
minus_one_times_toa_outgoing_shortwave_flux,W m-2,(energy_),"minus_one_times, flux",,,,,,,,shortwave,,,,,,outgoing,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minus_one_times_water_flux_into_sea_water_from_rivers,kg m-2 s-1,(mass_),"minus_one_times, flux",,water,,,,,,,,,,,,,,,,,,,,,,,,,,sea_water,,,,rivers,,,,,,,,,,,,,
miscellaneous_living_matter_carbon_content,kg m-2,(mass),content,living,"carbon, matter",,,,,,,,,,,,,,,miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_level_number,1,level_number,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_level_number_at_base_of_ocean_mixed_layer_defined_by_sigma_theta,1,level_number,,,,,,,,,,,,,model,,,,,,,,base_of_ocean_mixed_layer,,,,,,sigma_theta,,,,,,,,,,,,,,,,,,,
model_level_number_at_convective_cloud_base,1,level_number,,convective,,,,,,,,,,,model,,,,,,,,cloud_base,,,,,,,,,,,,,,,,,,,,,,,,,
model_level_number_at_convective_cloud_top,1,level_number,,convective,,,,,,,,,,,model,,,,,,,,cloud_top,,,,,,,,,,,,,,,,,,,,,,,,,
model_level_number_at_sea_floor,1,level_number,,,,,,,,,,,,,model,,,,,,,,sea_floor,,,,,,,,,,,,,,,,,,,,,,,,,
model_level_number_at_top_of_atmosphere_boundary_layer,1,level_number,,,,,,,,,,,,,model,,,,,,,,top_of_atmosphere_boundary_layer,,,,,,,,,,,,,,,,,,,,,,,,,
moisture_content_of_soil_layer,kg m-2,(mass),content_of,,moisture,,,,,,,,soil_layer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moisture_content_of_soil_layer_at_field_capacity,kg m-2,(mass),content_of,,moisture,,,,,,,,soil_layer,,,,,,,,,,field_capacity,,,,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_acetic_acid_in_air,mol m-3,mole,concentration_of,,acetic_acid,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_aceto_nitrile_in_air,mol m-3,mole,concentration_of,,aceto_nitrile,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_alpha_hexachlorocyclohexane_in_air,mol m-3,mole,concentration_of,,alpha_hexachlorocyclohexane,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_alpha_pinene_in_air,mol m-3,mole,concentration_of,,alpha_pinene,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_ammonia_in_air,mol m-3,mole,concentration_of,,ammonia,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_ammonium_in_sea_water,mol m-3,mole,concentration_of,,ammonium,,,,,,,,,,,,,,,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_anthropogenic_nmvoc_expressed_as_carbon_in_air,mol m-3,mole,concentration_of,,nmvoc,,,,,,,,,,,,,,,anthropogenic,,,,,,air,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water,mol m-3,mole,concentration_of,,aragonite,,,,,,,,,,,,,,,,,,,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water_at_saturation,mol m-3,mole,concentration_of,,aragonite,,,,,,,,,,,,,,,,,,saturation,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_atomic_bromine_in_air,mol m-3,mole,concentration_of,atomic,bromine,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_atomic_chlorine_in_air,mol m-3,mole,concentration_of,atomic,chlorine,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_atomic_nitrogen_in_air,mol m-3,mole,concentration_of,atomic,nitrogen,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_bacteria_expressed_as_carbon_in_sea_water,mol m-3,mole,concentration_of,,bacteria,,,,,,,,,,,,,,,,,,,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_benzene_in_air,mol m-3,mole,concentration_of,,benzene,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_beta_pinene_in_air,mol m-3,mole,concentration_of,,beta_pinene,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_biogenic_nmvoc_expressed_as_carbon_in_air,mol m-3,mole,concentration_of,,nmvoc,,,,,,,,,,,,,,,biogenic,,,,,,air,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_bromine_chloride_in_air,mol m-3,mole,concentration_of,,bromine_chloride,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_bromine_monoxide_in_air,mol m-3,mole,concentration_of,,bromine_monoxide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_bromine_nitrate_in_air,mol m-3,mole,concentration_of,,bromine_nitrate,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_brox_expressed_as_bromine_in_air,mol m-3,mole,concentration_of,,brox,,,,,,,,,,,,,,,,,,,,,air,bromine,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_butane_in_air,mol m-3,mole,concentration_of,,butane,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_calcareous_phytoplankton_expressed_as_carbon_in_sea_water,mol m-3,mole,concentration_of,calcareous,phytoplankton,,,,,,,,,,,,,,,,,,,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_calcite_expressed_as_carbon_in_sea_water,mol m-3,mole,concentration_of,,calcite,,,,,,,,,,,,,,,,,,,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_calcite_expressed_as_carbon_in_sea_water_at_saturation,mol m-3,mole,concentration_of,,calcite,,,,,,,,,,,,,,,,,,saturation,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_carbon_dioxide_in_air,mol m-3,mole,concentration_of,,carbon_dioxide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_carbon_monoxide_in_air,mol m-3,mole,concentration_of,,carbon_monoxide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_carbon_tetrachloride_in_air,mol m-3,mole,concentration_of,,carbon_tetrachloride,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_carbonate_expressed_as_carbon_in_sea_water,mol m-3,mole,concentration_of,,carbonate,,,,,,,,,,,,,,,,,,,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_cfc11_in_air,mol m-3,mole,concentration_of,,cfc11,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_cfc113_in_air,mol m-3,mole,concentration_of,,cfc113,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_cfc113a_in_air,mol m-3,mole,concentration_of,,cfc113a,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_cfc114_in_air,mol m-3,mole,concentration_of,,cfc114,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_cfc115_in_air,mol m-3,mole,concentration_of,,cfc115,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_cfc12_in_air,mol m-3,mole,concentration_of,,cfc12,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_chlorine_dioxide_in_air,mol m-3,mole,concentration_of,,chlorine_dioxide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_chlorine_monoxide_in_air,mol m-3,mole,concentration_of,,chlorine_monoxide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_chlorine_nitrate_in_air,mol m-3,mole,concentration_of,,chlorine_nitrate,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_clox_expressed_as_chlorine_in_air,mol m-3,mole,concentration_of,,clox,,,,,,,,,,,,,,,,,,,,,air,chlorine,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_diatoms_expressed_as_carbon_in_sea_water,mol m-3,mole,concentration_of,,diatoms,,,,,,,,,,,,,,,,,,,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_diatoms_expressed_as_nitrogen_in_sea_water,mol m-3,mole,concentration_of,,diatoms,,,,,,,,,,,,,,,,,,,,,sea_water,nitrogen,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_diazotrophs_expressed_as_carbon_in_sea_water,mol m-3,mole,concentration_of,,diazotrophs,,,,,,,,,,,,,,,,,,,,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dichlorine_peroxide_in_air,mol m-3,mole,concentration_of,,dichlorine_peroxide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dimethyl_sulfide_in_air,mol m-3,mole,concentration_of,,dimethyl_sulfide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dimethyl_sulfide_in_sea_water,mol m-3,mole,concentration_of,,dimethyl_sulfide,,,,,,,,,,,,,,,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dinitrogen_pentoxide_in_air,mol m-3,mole,concentration_of,,dinitrogen_pentoxide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dissolved_inorganic_carbon_in_sea_water,mol m-3,mole,concentration_of,"dissolved, inorganic",carbon,,,,,,,,,,,,,,,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dissolved_iron_in_sea_water,mol m-3,mole,concentration_of,dissolved,iron,,,,,,,,,,,,,,,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dissolved_molecular_oxygen_in_sea_water,mol m-3,mole,concentration_of,"dissolved, molecular",oxygen,,,,,,,,,,,,,,,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_at_shallowest_local_minimum_in_vertical_profile,mol m-3,mole,concentration_of,"dissolved, molecular",oxygen,,,,,,,,,,,,,,,,,,shallowest_local_minimum_in_vertical_profile,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_dissolved_organic_carbon_in_sea_water,mol m-3,mole,concentration_of,"dissolved, organic",carbon,,,,,,,,,,,,,,,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_ethane_in_air,mol m-3,mole,concentration_of,,ethane,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_ethanol_in_air,mol m-3,mole,concentration_of,,ethanol,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_ethene_in_air,mol m-3,mole,concentration_of,,ethene,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_ethyne_in_air,mol m-3,mole,concentration_of,,ethyne,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_formaldehyde_in_air,mol m-3,mole,concentration_of,,formaldehyde,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_formic_acid_in_air,mol m-3,mole,concentration_of,,formic_acid,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_gaseous_divalent_mercury_in_air,mol m-3,mole,concentration_of,"gaseous, divalent",mercury,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_gaseous_elemental_mercury_in_air,mol m-3,mole,concentration_of,"gaseous, elemental",mercury,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_halon1202_in_air,mol m-3,mole,concentration_of,,halon1202,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_halon1211_in_air,mol m-3,mole,concentration_of,,halon1211,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_halon1301_in_air,mol m-3,mole,concentration_of,,halon1301,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_halon2402_in_air,mol m-3,mole,concentration_of,,halon2402,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_hcc140a_in_air,mol m-3,mole,concentration_of,,hcfc140a,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_hcfc141b_in_air,mol m-3,mole,concentration_of,,hcfc141b,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_hcfc142b_in_air,mol m-3,mole,concentration_of,,hcfc142b,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_hcfc22_in_air,mol m-3,mole,concentration_of,,hcfc22,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_hexachlorobiphenyl_in_air,mol m-3,mole,concentration_of,,hexachlorobiphenyl,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_hox_expressed_as_hydrogen_in_air,mol m-3,mole,concentration_of,,hox,,,,,,,,,,,,,,,,,,,,,air,hydrogen,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_hydrogen_bromide_in_air,mol m-3,mole,concentration_of,,hydrogen_bromide,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
mole_concentration_of_hydrogen_chloride_in_air,mol m-3,mole,concentration_of,,hydrogen_chloride,,,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
